mol_id,smiles,NR-AR-LBD,NR-AR,NR-PPAR-gamma,NR-ER,NR-Aromatase,SR-MMP,SR-p53,NR-AhR,SR-ARE,NR-ER-LBD,SR-HSE,SR-ATAD5
TOX6262,O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1,0,0,0,0,,0,1,0,1,0,1,1
TOX6268,Cc1cc(-c2ccc(N=Nc3c(O)c4c(N)cc(S(=O)(=O)[O-])cc4cc3S(=O)(=O)[O-])c(C)c2)ccc1N=Nc1c(O)c2c(N)cc(S(=O)(=O)[O-])cc2cc1S(=O)(=O)[O-],0,0,0,,,,0,,,0,,
TOX5074,O=C(O)c1ccc(O)cc1O,0,0,0,0,0,0,0,0,0,0,0,0
TOX5076,O=C1c2c(O)ccc([N+](=O)[O-])c2C(=O)c2c([N+](=O)[O-])ccc(O)c21,,0,,,,1,,,1,,,
TOX5070,CC1=CC(C)(C)Nc2ccccc21,0,0,0,0,0,1,0,0,0,0,0,0
TOX5078,Cc1cc(=O)oc2cc(O)cc(O)c12,0,0,,,0,1,,1,,0,,0
TOX5079,CC(C)CNCC(C)C,0,0,0,0,0,0,0,0,0,0,0,0
TOX3187,CNC1(c2ccccc2Cl)CCCCC1=O,0,0,0,0,0,0,0,0,,0,,0
TOX2399,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c21,0,0,,1,,1,0,1,,,,1
TOX2394,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,,0,,1,,,,1,1,1,0,1
TOX2396,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,0,0,1,1,,1,,1,1,1,,0
TOX2391,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,0,0,,1,,1,1,1,1,1,0,1
TOX2393,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,,,,1,,1,,,1,1,0,0
TOX3049,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,1,1,0,0,0,0,0,0,,0,,0
TOX3043,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,,0,0,0,,,0,,0,0,0,0
TOX3042,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,,0,0,0,,,,,1,,,0
TOX3041,NC(=O)OCC(COC(N)=O)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX3044,CCNC(C)Cc1cccc(C(F)(F)F)c1,0,0,0,0,0,,0,0,,0,,0
TOX12412,COC(=O)c1ccc(C)cc1C1=NC(=O)C(C)(C(C)C)N1,0,0,0,0,0,0,0,0,0,0,0,0
TOX12417,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,0,0,0,0,1,,0,1,,0,0,0
TOX12416,CSc1nc(NC2CC2)nc(NC(C)(C)C)n1,0,0,0,0,,1,0,1,,0,,0
TOX25254,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,1,1,0,1,,0,0,0,,0,0,0
TOX25252,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,,,,,,,,,0,,0,
TOX25250,CCC1(C)CC(=O)NC(=O)C1,0,0,0,0,0,0,0,0,,0,,0
TOX22579,O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2,0,0,0,,,1,0,0,1,0,0,0
TOX545,NC(=S)NNC(N)=S,0,0,0,0,0,0,0,0,0,0,0,0
TOX814,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,0,0,0,1,0,0,0,0,1,1,0,0
TOX815,CC1CN1P(=O)(N1CC1C)N1CC1C,0,0,,0,0,0,0,0,0,0,0,0
TOX540,O=C(Oc1ccccc1)Oc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX813,C[Hg]Cl,0,0,1,0,,,1,0,,,1,1
TOX810,S=c1[nH]cnc2[nH]cnc21,0,0,,0,,0,1,1,1,0,0,0
TOX811,[Hg+2],1,0,1,,,,1,1,,1,1,
TOX548,CCCCCCCCCCCCNC(=N)N,0,0,0,0,0,,0,0,,0,0,0
TOX818,CN(C)CCN(Cc1cccs1)c1ccccn1,0,0,0,0,0,0,0,0,0,0,0,0
TOX819,COc1nn(CSP(=S)(OC)OC)c(=O)s1,0,0,0,0,0,0,0,0,0,0,,0
TOX26502,NC1=NCC2c3ccccc3Cc3ccccc3N12,0,0,0,0,0,0,,0,0,0,0,0
TOX26503,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,0,0,0,0,0,0,0,0,0,0,0,0
TOX26500,O=C([O-])CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(Cl)c2)[C@H](O)C[C@@H]1O,0,0,0,0,0,,0,0,,0,,0
TOX26501,O=C(O)Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1,0,0,1,0,0,0,0,0,0,0,0,0
TOX26506,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,0,0,0,0,0,0,0,0,0,0,0,0
TOX26055,COc1ccc(C=CC(=O)OCCC(C)C)cc1,0,0,0,,,0,0,,,0,,
TOX26504,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,0,0,0,0,0,0,0,,0,0,0,0
TOX26505,NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,,,,,,,,,0,,0,
TOX29086,Clc1ccc2cc3ccccc3cc2c1,,0,,,,,1,1,0,,,0
TOX29087,CCCCn1cc[n+](C)c1.F[B-](F)(F)F,0,0,0,0,0,0,0,0,1,0,0,0
TOX26508,F/C(COc1ccc2c(c1)[nH]c1ccccc12)=C1/CN2CCC1CC2,0,0,,0,,,0,1,,0,,0
TOX26509,CC(C)Cc1ccc([C@@H](C)C(=O)NS(C)(=O)=O)cc1,0,0,0,0,0,0,0,0,,0,,0
TOX29082,CCCCN(CCCC)C(=S)SSC(=S)N(CCCC)CCCC,0,0,,0,,,0,0,,0,1,0
TOX29083,CCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0,0,0,0,0,,0,0,0,0,0,0
TOX29080,Brc1c2ccccc2cc2ccccc21,,0,1,1,,,1,0,,,,0
TOX29081,CCO/C=C1\N=C(c2ccccc2)OC1=O,0,0,0,0,0,0,0,,0,0,0,0
TOX22612,CNc1cc(OC)c(C(=O)N[C@H]2CCN(Cc3ccccc3)[C@H]2C)cc1Cl,0,0,0,0,0,0,0,0,,0,,0
TOX22613,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,0,0,0,0,0,0,0,0,0,0,0,0
TOX22614,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,0,0,0,0,0,,0,0,0,0,0,0
TOX22618,Cc1cc(C)cc(C(=O)OC2C[C@H]3CC[C@@H](C2)N3C)c1,0,0,0,0,0,0,0,0,,0,,0
TOX1102,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,0
TOX14818,COP(=O)(OC)SCn1c(=O)oc2cc(Cl)cnc21,0,0,0,0,,,,1,1,0,0,0
TOX14816,CNC(=O)/C=C(\C)OP(=O)(OC)OC,0,0,0,0,0,0,0,0,0,0,0,0
TOX27673,Cc1occc1SSc1ccoc1C,,0,0,0,,0,1,0,,0,1,0
TOX27672,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(I)c1C(=O)NC(C)(C)CS(C)(=O)=O,0,0,,,0,1,0,0,,0,1,0
TOX27670,CC=CC(=O)CC,0,0,0,0,0,0,0,0,0,0,0,0
TOX27677,CC1OCCC1=O,0,0,0,0,0,0,0,0,0,0,0,0
TOX27675,CC1CCCC(=O)C1=O,0,0,0,0,0,0,0,0,0,0,0,0
TOX27674,CC1=C(O)C(=O)OC1C,0,0,0,0,0,0,0,0,,0,0,0
TOX27679,CCCCCc1ccco1,0,0,,0,,1,,0,,0,,0
TOX27678,c1cnc2c(n1)CCCC2,0,0,0,0,0,0,0,0,0,0,0,0
TOX21703,CCCCc1ccc2cccc(S(=O)(=O)[O-])c2c1,0,0,0,0,0,0,0,0,0,0,0,0
TOX21709,Cc1cc(S(=O)(=O)[O-])ccc1/N=N/c1c(O)ccc2ccccc21,0,0,0,0,,,0,1,,0,0,0
TOX21708,Cc1ccc(N=Nc2c(O)ccc(N=Nc3ccc(S(=O)(=O)[O-])cc3)c2O)c(C)c1,0,0,0,0,0,,0,1,0,0,0,0
TOX4799,O=[N+]([O-])c1cc(C(F)(F)F)ccc1Cl,0,0,0,0,0,0,0,0,0,0,0,0
TOX7608,CCNc1nc(Cl)nc(NC(C)(C)C)n1,0,0,0,1,,,0,,0,1,0,0
TOX2800,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,0,0,0,0,0,0,0,0,0,0,0,0
TOX2801,Oc1c(Cl)cc(Cl)c2cccnc12,,0,0,,,1,1,1,,,1,1
TOX2803,NC(=O)OCC(O)COc1ccc(Cl)cc1,0,0,0,0,0,0,0,,,0,,0
TOX2808,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,0,0,,,0,,,0,,0,0,0
TOX6739,O=C(Cl)OCCOCCOC(=O)Cl,0,0,0,0,0,0,0,0,0,0,0,0
TOX9710,O=P(Cl)(Cl)Cl,0,0,0,0,0,0,0,0,0,0,0,0
TOX13673,COC(=O)CS,0,0,0,0,0,0,,0,0,0,0,0
TOX6074,CC(C)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,0,0,0,0,0,,0,0,,0,0,0
TOX6076,O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,0,1,,0,,1,1,1,1,0,,1
TOX2949,CN(C)CCOC(c1ccccc1)c1ccccc1,0,0,0,,0,,,0,0,0,0,0
TOX2948,COS(=O)(=O)[O-].C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,0,0,0,0,0,0,0,0,0,0,0,0
TOX5661,C=C(C)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX2940,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,0,0,0,0,0,0,,0,0,,0,0
TOX5662,CC(=O)C=Cc1ccccc1,0,0,0,1,0,0,0,0,0,0,0,0
TOX5665,Cc1c[nH]c(=S)[nH]c1=O,0,0,0,0,0,0,0,0,0,0,0,0
TOX2944,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3,0,0,0,0,0,0,0,0,0,0,0,0
TOX2947,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O,,0,0,,0,0,0,0,0,,0,0
TOX2946,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,0,0,0,1,0,0,0,0,,,,0
TOX9575,C=COCC1CCC(CO)CC1,0,0,0,0,0,0,0,0,0,0,0,0
TOX1769,CC(=O)/C=C/C1=C(C)CCCC1(C)C,0,0,0,0,0,0,0,0,0,0,0,0
TOX25888,CC(=O)NC1CCSC1=O,0,0,0,0,0,0,0,0,0,0,0,0
TOX25889,CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1,,0,,,0,1,,0,0,,,0
TOX9572,CC1COc2ccccc2N1C(=O)C(Cl)Cl,0,0,,0,,0,1,1,1,,0,1
TOX25883,CN(C)CCCO[C@H]1[C@@H](C(O)CO)O[C@@H]2OC(C)(C)O[C@@H]21,0,0,0,0,0,0,0,,0,0,0,0
TOX1762,CCC(C)O,0,0,0,,0,0,0,0,0,0,0,0
TOX25881,CCCCC(CC)CNC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NCC(CC)CCCC,,0,,,,,,,,,,
TOX25886,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,0,0,0,,0,,,,0,0,0,0
TOX25887,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CS[C@H]12)c1csc(N)n1,0,0,0,,0,0,0,,0,0,0,0
TOX1767,COC(C)=O,0,0,0,0,0,0,0,0,0,0,0,0
TOX617,C=CCc1ccc(O)c(OC)c1,0,0,0,0,0,0,0,0,0,0,0,0
TOX20540,COC(=O)[C@@H](N)CCCN/C(N)=N/[N+](=O)[O-],0,0,0,0,0,0,0,0,0,0,0,0
TOX20547,CC1(S(=O)(=O)[O-])CC(=O)c2ccccc2C1=O,0,0,,,,,1,1,,,,0
TOX29272,O=[N+]([O-])c1ccc2[nH]ncc2c1,0,0,0,0,0,,0,0,0,0,0,0
TOX28900,Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2,0,0,0,0,0,,0,0,0,0,0,0
TOX28901,C[C@H](N[C@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
TOX28903,CCC(C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@H](NC(C)=O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,0,0,,,,1,,0,,0,,0
TOX24939,COc1c(Br)cc(Br)c(C)c1Br,0,0,0,0,0,,0,0,0,0,0,0
TOX28905,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc21.C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc21,0,1,0,1,,0,0,1,,0,,0
TOX24289,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,0,0,0,0,0,0,0,0,0,0,0,0
TOX24288,O=C1c2cc(S(=O)(=O)O)ccc2N/C1=C1/Nc2ccc(S(=O)(=O)O)cc2C1=O,0,0,0,1,0,0,0,0,,0,,0
TOX24935,CC(=O)O[Cr](O)OC(C)=O.CC(=O)O[Cr](O)OC(C)=O.CC(=O)O[Cr](OC(C)=O)OC(C)=O,0,0,0,0,0,0,0,0,,0,0,0
TOX28909,CO[C@H]1[C@H]([C@H](C)[C@H]2O[C@@]3(CC[C@@](C)([C@H]4CC[C@@](C)([C@@H]5O[C@@H]([C@H]6O[C@](C)(O)[C@H](C)C[C@@H]6C)C[C@@H]5OC5C[C@H](OC)[C@@H](OC)[C@H](C)O5)O4)O3)C[C@H](O)[C@H]2C)O[C@](O)(CC(=O)[O-])[C@@H](C)[C@@H]1OC,0,0,0,,0,,1,0,,0,0,0
TOX24936,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,1,0,1,,,0,,0,,1,,1
TOX24931,C=C(C)C(=O)OCCNC(C)(C)C,0,0,0,0,0,0,0,0,0,0,0,0
TOX24930,NS(=O)(=O)c1ccccc1OC(F)(F)F,0,0,0,0,0,0,0,0,0,0,0,0
TOX24933,O=C=NCC1CCCC(CN=C=O)C1,0,0,0,0,0,0,0,0,0,0,0,0
TOX24932,CC(C)c1ccc(S(=O)(=O)O)cc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX25082,C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccccc21,0,0,0,0,,,0,,,0,,0
TOX25083,Cc1cc(N)c2cc(NC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,,,,,,,,,,,0,
TOX25081,O=C(O)c1ccccc1O.Oc1cccc2cccnc12,0,0,,1,,,,0,0,1,0,0
TOX25086,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,,1,0,1,0,0,0,0,,1,,0
TOX25084,O=C(O)[C@@H](S)[C@H](S)C(=O)O,0,0,,,0,0,,0,1,0,0,0
TOX25085,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0,0,,0,,,,0,,0,0,
TOX25088,Cc1ncc(CO)c(CN)c1O,,,,,,,,,0,,0,
TOX25089,NS(=O)(=O)c1ccc(C(=O)O)cc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX3546,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,0,0,0,0,0,,0,0,0,0,0,0
TOX3545,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.O=C([O-])c1cc2ccccc2c(Cc2c(O)c(C(=O)[O-])cc3ccccc32)c1O,0,0,0,,,1,1,,,0,,0
TOX3542,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,0,0,0,0,0,1,0,0,0,0,0,0
TOX3540,CN(C)C(=O)Oc1ccc[n+](C)c1,0,1,0,1,0,0,0,0,0,0,0,0
TOX3541,Cc1ncc(CO)c(CO)c1O,0,0,0,0,0,0,0,0,0,0,0,0
TOX3548,CCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2C(=O)N1,0,0,0,0,0,,0,0,0,0,0,0
TOX3549,C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc21,0,0,0,1,0,,0,1,0,1,0,0
TOX29277,Brc1cc2ccccc2c2ccccc12,0,0,0,0,0,,0,,0,0,0,0
TOX7032,CC(C)(N)CO,0,0,0,0,0,0,0,,0,0,0,0
TOX7036,CC(C)(CO)CO,0,0,0,0,0,0,0,0,0,1,0,0
TOX7037,O=S1(=O)CCCC1,0,0,0,0,0,0,0,0,0,0,0,0
TOX7034,O=[N+]([O-])C(CO)(CO)CO,0,0,0,0,0,0,0,0,1,0,0,0
TOX7039,OCC(CO)(CO)COCC(CO)(CO)CO,0,0,0,0,0,,0,0,0,0,0,0
TOX3722,O=[N+]([O-])OCCN(CCO[N+](=O)[O-])CCO[N+](=O)[O-],0,0,0,0,0,0,0,0,0,0,0,0
TOX3723,NC(CO)(CO)CO,0,0,0,0,0,0,0,0,0,0,0,0
TOX24429,O=C(Cl)c1cc(C(=O)Cl)cc(C(=O)Cl)c1,0,0,0,0,,0,1,,,0,1,0
TOX3721,CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,0,0,0,0,0,0,0,0,,0,,0
TOX3727,COc1cc2c3c(c1O)Oc1ccc(cc1)C[C@H]1c4cc(c(OC)cc4CCN1C)Oc1cc(ccc1O)C[C@H]3[N+](C)(C)CC2,0,0,0,0,0,0,0,0,0,0,0,0
TOX3724,O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX3725,COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC,0,0,0,0,0,0,0,0,0,0,0,0
TOX24423,C[N+](C)=CCl,0,0,0,0,0,0,0,0,0,0,0,0
TOX24421,CC(=O)c1cccnc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX24420,O=S1(=O)OC(c2ccc([O-])cc2)(c2ccc(O)cc2)c2ccccc21,0,0,0,0,,,0,0,0,0,0,0
TOX24427,O=CN1CCOCC1,0,0,0,0,0,0,0,0,0,0,0,0
TOX24425,COC(=O)CCC(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
TOX24424,NCc1cccnc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX12315,CCCCCCCCn1sc(Cl)c(Cl)c1=O,,0,0,,,,1,0,,0,1,0
TOX12316,Cc1cc(O)cc(C)c1Cl,0,0,0,0,0,1,0,0,0,0,0,0
TOX26665,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,0,0,0,,1,1,0,0,0,0,0,0
TOX29360,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,,0,,,,,,,,,,
TOX26663,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,0,0,0,1,0,,0,1,,0,0,0
TOX26662,COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1,0,0,,0,0,,0,0,0,0,0,0
TOX23814,CN1CCc2cc(Cl)c(O)cc2[C@H]2c3ccccc3CC[C@@H]21,0,0,0,0,0,,0,0,0,0,0,0
TOX156,N#CSCc1ccccc1,,0,0,0,0,0,1,0,0,,0,0
TOX155,S=C=NCc1ccccc1,0,0,,0,0,1,1,,,0,1,0
TOX154,Oc1ccc(Cl)cc1Cc1ccccc1,0,0,0,0,,1,0,0,1,0,0,0
TOX153,ClCc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX152,OCc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX151,CC(=O)OCc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX17248,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX17246,CN(C)C(=N)NC(=N)N,,,,,,,,,0,,0,
TOX419,CCCC[Sn](CCCC)(OC(C)=O)OC(C)=O,,0,,,,1,1,,1,0,,
TOX5866,C[NH+](C)CCC(c1ccccc1)c1cccc[nH+]1,0,0,0,1,0,0,0,0,0,0,0,0
TOX5864,CCOc1ccc(N)cc1,0,0,0,0,1,0,0,1,,0,0,0
TOX21550,CC(C)=CCC[C@H](C)CCO,0,0,0,0,0,0,0,0,0,0,0,0
TOX5862,CCOc1cccc(N)c1,0,0,0,0,0,0,0,,0,0,0,0
TOX5861,Nc1ccccc1C(=O)OCCc1ccccc1,0,1,0,1,,,0,1,0,0,0,1
TOX7580,CCCCCCCCCCCCCCCCCl,0,0,0,0,0,0,0,0,0,0,0,0
TOX6802,CC(C)CC(O)CC(C)C,0,0,0,0,0,0,0,0,0,0,0,0
TOX11497,CC(C)OS(C)(=O)=O,0,,0,0,0,,0,0,0,0,0,0
TOX26269,c1ccc2c(c1)OCC(CN1CCCCC1)O2,0,0,0,0,0,0,0,0,,0,,0
TOX26268,C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,0,0,0,0,0,0,0,0,,0,,0
TOX11492,C=C(C)OC(C)=O,0,0,0,0,0,0,0,0,0,0,0,0
TOX26263,Cc1cc(O)cc2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2,0,0,0,0,0,0,0,0,0,0,0,0
TOX26262,Cc1c(CCOP(=O)(O)OP(=O)(O)O)sc[n+]1Cc1cnc(C)nc1N,0,0,0,0,0,0,0,0,,0,,0
TOX26261,NC(=O)[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,0,0,0,0,0,0,0,0,,0,,0
TOX26260,O=C(O)[C@@H]1CCC(=O)N1,0,0,0,0,0,0,0,0,0,0,0,0
TOX26267,CN1c2ccc(Cl)cc2C(c2ccccc2)=NCC1=S,0,0,0,,,,0,0,0,0,0,
TOX26266,CC(C)(C)OC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1c(Br)cccc1-2,0,0,0,0,0,0,0,,,0,0,0
TOX26265,CCC(Cc1c(I)cc(I)c(O)c1I)C(=O)O,0,0,,,0,,0,0,,,,0
TOX26264,CCOc1cc(NC(C)=O)ccc1C(=O)OC,0,0,0,0,0,0,0,,0,0,0,0
TOX27242,COc1ccc(N)cc1N,0,0,0,0,,1,1,1,,,1,0
TOX27243,CC1(C)[C@@H]2CC[C@]3(C)[C@H](C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@]43C)[C@@]2(C)CC[C@@H]1O[C@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]1O,0,0,0,0,0,0,0,0,0,0,0,0
TOX27241,O=C1NC(=O)C(=O)C(=O)N1,0,0,0,0,0,0,0,0,0,0,0,0
TOX27246,CC(C)(C)c1cc(/C=C2\SC(=N)NC2=O)cc(C(C)(C)C)c1O,0,0,,,,1,,0,1,,,
TOX27244,OCCCC1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0
TOX27248,Cc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1ccncc1)C(=O)N3CC2,0,0,1,0,0,0,0,0,,0,0,0
TOX27249,CCc1cc(C2=C(C(=O)[O-])N(c3ccccc3C(F)(F)F)S(=O)(=O)c3ccccc32)cc2c1OCO2,0,0,,0,0,1,0,0,,0,0,0
TOX20732,O=C=Nc1ccc(Cl)cc1,0,0,0,,,1,0,,,0,0,
TOX20731,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,0,0,0,0,0,0,0,0,0,0,0,0
TOX20736,CO[C@@H]1[C@H](OC(=O)/C=C/C=C/C=C/C=C/C(=O)O)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,0,0,0,0,1,0,0,0,1,0,0,0
TOX20735,C1CCC2(CCCCO2)OC1,0,0,0,0,0,0,0,0,0,0,0,0
TOX20734,CCCCC(CC)COC(=O)c1ccccc1O,,,,,,,,,0,,0,
TOX20739,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](N)C[C@@H]1NC(=N)C(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
TOX20738,CN(C)CCCN1c2ccccc2CCc2ccccc21,0,0,,,0,,0,0,,0,0,0
TOX4097,CCCCOCCO,0,0,0,0,0,0,0,0,0,0,0,0
TOX22390,[O-][n+]1ccccc1[S-],1,0,1,,,1,,0,,0,1,1
TOX4091,CCCN(CCC)C(=O)SCC,0,0,0,0,0,0,0,0,0,0,0,0
TOX22394,O=S(=O)([O-])c1cccc2ccccc21,0,0,0,0,0,0,0,0,0,0,0,0
TOX22399,CC(C)C1=CC2=CC[C@H]3[C@](C)(C(=O)[O-])CCC[C@]3(C)[C@H]2CC1,0,0,,0,0,,,1,,0,0,0
TOX894,CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1,1,0,0,,,1,1,1,0,,0,1
