smiles,u0_atom
C#CCC=COC,-1542.93
C=C(C=CC)OC,-1708.57
C=C(OC)C(C)C,-1846.88
C=C(C)C(=C)OC,-1703.97
C=C(C#CC)OC,-1551.07
C=CCC(=C)OC,-1701.38
C#CCC(=C)OC,-1543.69
C=CCC=CCC,-1904.81
C=CC(=CC)OC,-1703.97
C#CC(=CC)OC,-1539.91
C=CC(C=C)OC,-1692.18
C#CC(C=C)OC,-1534.11
COC(C)=C(C)C,-1844.87
C=CC=C(C)OC,-1708.55
C#CC=C(C)OC,-1547.88
C=CC(C)(C)OC,-1839.39
C#CC(C)(C)OC,-1679.87
CC=CC(C)OC,-1843.18
C#CCC=CCC,-1748.32
CC1CCC(C)C1,-2066.04
C1C2CC2C2CC12,-1673.89
COC(C)C(C)C,-1983.95
C=C(C)C(C)OC,-1842.76
CC#CC(C)OC,-1686.97
C=CCC(C)OC,-1839.56
C#CCC(C)OC,-1684.45
C#CC(C#C)OC,-1372.73
COCC=C(C)C,-1842.09
C=CC=CCOC,-1699.95
C#CC=CCOC,-1542.07
C=CC(=C)COC,-1698.18
C=C(C=CC)CC,-1911.19
C#CC(=C)COC,-1540.44
CC=C(C)COC,-1842.27
COCC(C)(C)C,-1984.45
C=CC(C)COC,-1837.9
C#CC(C)COC,-1682.78
C=CC#CCOC,-1541.95
C#CC#CCOC,-1375.19
CC=CCCOC,-1841.25
COCCC(C)C,-1983.22
C=C(C)CCOC,-1840.96
C=C(CC)C(C)C,-2048.01
CC#CCCOC,-1689.49
C=CCCCOC,-1838.39
C#CCCCOC,-1682.72
COCCCCO,-1783.81
COC=CCCO,-1646.55
COC=C(C)CO,-1646.08
COC=C(C)C=O,-1522.24
COC=CC(C)O,-1646.73
COC=CC(C)=O,-1525.8
COC=CCC=O,-1514.01
C=C(C)C(=C)CC,-1905.45
C=C(CCO)OC,-1648.5
C=C(OC)C(C)O,-1648.63
C=C(OC)C(C)=O,-1521.26
C=C(CC=O)OC,-1515.19
CC=C(C=O)OC,-1512.2
C=CC(C=O)OC,-1505.56
COC(C)CCO,-1786.15
COC(C)=CCO,-1647.92
COC(C)=CC=O,-1523.55
COC(C)(C)CO,-1786.83
C=C(C#CC)CC,-1757.3
COC(C)(C)C=O,-1652.85
COC(C)C(C)O,-1788.34
COC(C)C(C)=O,-1659.27
COC(C)CC=O,-1653.02
COCC=CCO,-1640.13
COCC=CC=O,-1512.39
C=C(CO)COC,-1639.64
C=C(C=O)COC,-1513.04
COCC(C)CO,-1786.04
COCC(C)(C)O,-1790.19
C=CCC(=C)CC,-1904.03
COCC(C)C=O,-1652.61
COCC#CCO,-1482.56
COCC#CC=O,-1350.71
COCCC(C)O,-1786.48
COCCC(C)=O,-1660.53
COCCCC=O,-1653.63
COCCCOC,-1774.79
COC=C(C)OC,-1637.43
COC(C)(C)OC,-1783.7
COC=CCOC,-1635.48
C#CCC(=C)CC,-1747.73
C=C(COC)OC,-1635.14
COCC(C)OC,-1775.04
C=COC=COC,-1493.16
C#CC(C=O)OC,-1345.16
C=COC(C)OC,-1641.99
CC=C(CO)OC,-1646.05
C=CC(CO)OC,-1640.02
C#CC(CO)OC,-1481.5
C=CC(=O)COC,-1512.27
C#CC(=O)COC,-1350.94
C=CC(=CC)CC,-1909.06
C=CC(O)COC,-1640.22
C#CC(O)COC,-1482.07
C=COCCOC,-1635.75
COCOC1CC1,-1632.19
COC(=O)C1CC1,-1536.16
CC=CC(=O)OC,-1540.83
COC(=O)C(C)C,-1680.8
C=C(C)C(=O)OC,-1538.75
CC#CC(=O)OC,-1381.23
C=CCC(=O)OC,-1534.51
C#CC(=CC)CC,-1752.37
C#CCC(=O)OC,-1376.32
C=CC(OC)OC,-1634.75
C#CC(OC)OC,-1475.1
CC=COCOC,-1639.77
COCOC(C)C,-1783.54
C=C(C)OCOC,-1642.86
C=CCOCOC,-1635.59
C#CCOCOC,-1477.23
C1=CC2C=CC1O2,-1423.73
C1=CC2OC2C=C1,-1438.75
C=CC(C=C)CC,-1901.45
C1=CC=COC=C1,-1437.73
OC12C=CC(C1)C2,-1557.23
OC12CCCC1C2,-1719.32
OC12CC=CC1C2,-1578.94
OC12CCC(C1)C2,-1717.38
OC12CCOC1C2,-1511.66
OC12COCC1C2,-1512.61
OC12COC(C1)C2,-1504.8
O=C1C2C=CC1C2,-1429.63
OC1C2C=CC1C2,-1554.7
C#CC(C=C)CC,-1745.35
CCC1CC1CC,-2045.45
OC1C2CCC1C2,-1712.62
O=C1C2CCC1C2,-1581.02
OC1C2CCC1O2,-1504.59
O=C1C2CCC1O2,-1374.64
OC1C2CCCC12,-1716.48
OC1C2C=CCC12,-1574.49
OC1C2CCOC12,-1509.46
OC1C2COC1C2,-1500.15
O=C1C2COC1C2,-1366.13
OC1C2COCC12,-1510.24
CCC(C)=C(C)C,-2050.56
O=C1C2C=CC1O2,-1224.57
OC1C2C=CC1O2,-1345.71
OC1C2C=COC12,-1370.32
OC1CC1C1CC1,-1697.45
OC1(C2CC2)CC1,-1697.1
OC1CC1C1CO1,-1492.77
OC1(C2CO2)CC1,-1496.38
C=CCC1CC1O,-1700.23
C#CCC1CC1O,-1542.95
O=CCC1CC1O,-1515.27
C=CC=C(C)CC,-1911.31
C=COC1CC1O,-1495.78
OC1CC2CC1C2,-1713.9
O=C1CC2CC1C2,-1580.88
OC1CC2CC1O2,-1505.95
O=C1CC2CC1O2,-1371.21
OC1CC2CC2C1,-1719.53
O=C1CC2CC2C1,-1596.86
O=C1CC2CC2O1,-1406.1
OC1CC2OC2C1,-1518.51
O=C1CC2OC2C1,-1396.19
C#CC=C(C)CC,-1754.97
C#CC1CC(=O)C1,-1423.51
C#CC1CCC1=O,-1421.43
C=CC1(O)CCC1,-1701.34
C#CC1(O)CCC1,-1546.45
C=CC1CC(O)C1,-1702.17
C#CC1CC(O)C1,-1548.73
C=CC1CCC1O,-1700.93
C#CC1CCC1O,-1549.64
O=CC1(O)CCC1,-1513.15
O=CC1CC(O)C1,-1515.87
C=CC(C)(C)CC,-2046.05
O=CC1CCC1O,-1517.85
OC1CCC2CC12,-1718.92
O=C1CCC2CC12,-1594.95
O=C1C=CC2CC12,-1456.03
OC1C=CC2CC12,-1576.63
OC1CCC2OC12,-1517.76
O=C1CCC2OC12,-1389.39
O=C1C=CC2OC12,-1240.22
OC1C=CC2OC12,-1370.35
C=C1CC=CC1O,-1581.94
C#CC(C)(C)CC,-1890.32
C=C1C=CCC1O,-1588.63
C=C1CCCC1O,-1724.73
OC1CCCC1O,-1669.48
O=C1C=CCC1=O,-1271.54
O=C1CCCC1=O,-1409.62
O=C1CC=CC1O,-1400.35
OC1C=CCC1O,-1528.39
O=C1C=CCC1O,-1406.44
O=C1CCCC1O,-1545.39
Oc1ccccc1,-1490.85
CC=CC(C)CC,-2050.15
OC1CCCCC1,-1873.28
O=C1CCCCC1,-1746.04
O=C1CC=CCC1,-1600.93
O=C1C=CCCC1,-1607.72
OC1C=CCC=C1,-1589.42
OC1C=CC=CC1,-1587.01
C=C1C=CC(O)C1,-1587.87
OC1CC=CCC1,-1731.4
C=C1CCC(O)C1,-1725.96
OC1C=CCCC1,-1729.77
C=C(C)C(C)CC,-2049.24
O=c1cccco1,-1282.55
O=C1CCCCO1,-1553.66
O=C1CC=CCO1,-1411.36
O=C1CCC=CO1,-1412.13
OC1CCCOC1,-1665.59
O=C1CCCOC1,-1536.19
O=C1CCC(=O)C1,-1416.95
O=C1CCC(O)C1,-1544.6
OC1CCC(O)C1,-1668.94
C#CC1CC(=O)O1,-1238.9
CC#CC(C)CC,-1897.52
C=C1OC=CC1O,-1384.18
C=C1OCCC1O,-1524.77
O=c1ccocc1,-1275.07
OC1CCOCC1,-1666.59
O=C1CCOCC1,-1538.31
O=C1C=CC(=O)C1,-1280.5
O=C1C=COCC1,-1405.83
OC1C=COC=C1,-1390.24
O=C1C=CC(O)C1,-1404.67
OC1C=CC(O)C1,-1527.11
C=CCC(C)CC,-2045.86
OC1C=COCC1,-1528.17
C#CC1OCC1=O,-1212.78
C=CC1(O)COC1,-1494.75
C#CC1(O)COC1,-1339.89
C=CC1C(O)C1O,-1497.78
C#CC1C(O)C1O,-1344.79
C=CC1OCC1O,-1499.71
C#CC1OCC1O,-1341.75
OC1COC2CC12,-1511.28
O=C1COC2CC12,-1385.89
C#CCC(C)CC,-1891.53
CCC1CC1(C)C,-2047.12
C=C1COCC1O,-1517.14
O=C1CC=COC1,-1397.03
O=C1C=CCOC1,-1396.76
OC1CC=COC1,-1527.09
C=C1CC(O)CO1,-1524.73
OC1C=CCOC1,-1520.18
O=C1OC2CC1C2,-1385.39
C#CC1COC1=O,-1237.66
O=C1OCC2CC12,-1407.52
O=C1C=CCCO1,-1413.13
C#CC(C#C)CC,-1586.98
C#CC1CC1C=O,-1413.02
C=CC1CC1CO,-1699.6
C#CC1CC1CO,-1546.8
OCC1CC1CO,-1647.91
O=CC1CC1C=O,-1389.47
O=CC1CC1CO,-1518.24
OCC1CCC1O,-1649.24
O=CC1CCC1=O,-1389.7
O=C1CCC1CO,-1524.47
OCC1CCCC1,-1865.6
CC=C(CC)CC,-2049.81
O=CC1CCCC1,-1734.73
O=CC1=CCCC1,-1600.29
O=CC1=CC=CC1,-1463.99
O=CC1=CCC=C1,-1461.51
O=CC1C=CC=C1,-1451.79
O=CC1CC=CC1,-1593.63
O=CC1C=CCC1,-1592
OCC1=CCCC1,-1725.97
OCC1=CC=CC1,-1588.13
OCC1=CCC=C1,-1587.86
C=CC(CC)CC,-2046.71
OCC1C=CC=C1,-1585.06
OCC1CC=CC1,-1724.63
OCC1C=CCC1,-1724.47
OCc1ccco1,-1399.64
O=Cc1ccco1,-1273.67
OCC1CCCO1,-1662.2
O=CC1CCCO1,-1529.28
O=CC1=CCCO1,-1393.07
O=CC1CC=CO1,-1389.22
OCC1=CCCO1,-1522.29
C#CC(CC)CC,-1891.5
OCC1CC=CO1,-1522.32
OCc1ccoc1,-1398.95
O=Cc1ccoc1,-1272.84
OCC1CCOC1,-1660.8
O=CC1CCOC1,-1527.89
O=CC1=CCOC1,-1392.02
O=CC1CC(=O)C1,-1391.39
OCC1=CCOC1,-1519.05
O=C1CC(CO)C1,-1524.83
OCC1CC(O)C1,-1647.27
CC=CC#CCC,-1758.38
O=CC1=COCC1,-1399.24
O=CC1C=COC1,-1387.84
OCC1=COCC1,-1522.6
OCC1(CO)CC1,-1646.55
OCC1C=COC1,-1521.01
C#CC1OC1C=O,-1204.62
C=CC1OC1CO,-1494.91
C#CC1OC1CO,-1339.64
O=CC1C=CCO1,-1385.72
OCC1(O)CCC1,-1650
CCC#CC(C)C,-1897.8
OCC1C=CCO1,-1519.22
OCCC1CC1O,-1642.19
OCCC1CCC1,-1844.62
O=CCC1CCC1,-1714.64
OCCC1CCO1,-1644.44
O=CCC1CCO1,-1513.72
OCCC1COC1,-1641.32
O=CCC1COC1,-1511.16
OCCC1(O)CC1,-1647.7
OCCCC1CC1,-1844.56
C=C(C)C#CCC,-1755.5
O=CCCC1CC1,-1715.05
C#CC(=O)C1CC1,-1414.02
O=CC=CC1CC1,-1574.87
O=CC#CC1CC1,-1418.45
C=CC(O)C1CC1,-1702.27
C#CC(O)C1CC1,-1542.74
OCC=CC1CC1,-1700.36
C=C(CO)C1CC1,-1700.58
OCC#CC1CC1,-1547.4
OCCCC1CO1,-1641.43
CC#CC#CCC,-1607.99
O=CCCC1CO1,-1511.5
C#CC(=O)C1CO1,-1205.42
O=CC=CC1CO1,-1368.52
O=CC#CC1CO1,-1208.95
C=CC(O)C1CO1,-1498.65
C#CC(O)C1CO1,-1335.75
OCC=CC1CO1,-1494.43
C=C(CO)C1CO1,-1494.26
OCC#CC1CO1,-1339.6
C#CCC(=O)C#C,-1259
C=CCC#CCC,-1751.29
C#CCC=CC=O,-1420.67
C#CC(C#C)C=O,-1250.61
C#CCC#CC=O,-1255.76
C#CC=CCC=O,-1419.31
C#CC#CCC=O,-1255.13
C#CCCCC=O,-1561.87
C=CCC(O)C=C,-1704.48
C#CC(O)CC=C,-1546.37
C#CCC(O)C=C,-1548.36
C#CCC(O)C#C,-1389.53
C#CCC#CCC,-1583.42
CCC1CCC1C,-2045.98
C=CCC=CCO,-1703.72
C#CCC=CCO,-1547.18
C=CCC(=C)CO,-1703.41
C#CCC(=C)CO,-1546.75
C=CC(C=C)CO,-1700.43
C#CC(C=C)CO,-1543.28
C#CC(C#C)CO,-1384.79
C=CCC#CCO,-1547.63
C#CCC#CCO,-1389.28
C=CC=CCCO,-1709.94
CCC=CCCC,-2049.8
C#CC=CCCO,-1551.72
C=CC(=C)CCO,-1708.02
C#CC(=C)CCO,-1550.55
C=CC#CCCO,-1554.71
C#CC#CCCO,-1388.68
C=CCCCCO,-1847.41
C#CCCCCO,-1692.03
OCCCCCO,-1792.46
O=CC=CCC=O,-1390.93
O=CC#CCC=O,-1229.43
CCCC=C(C)C,-2051.87
O=CCCCC=O,-1530.6
C=CCC(O)C=O,-1519.52
C#CCC(O)C=O,-1363.72
O=CCC=CCO,-1517.47
C=C(CO)CC=O,-1517.02
C=CC(C=O)CO,-1514.31
O=CCC#CCO,-1361.25
OCC=CCCO,-1649.99
O=CC=CCCO,-1523.62
C=C(CO)CCO,-1650.61
C=CC=CCCC,-1909.98
C=C(C=O)CCO,-1522.87
OCC#CCCO,-1495.54
O=CC#CCCO,-1363.75
O=CCCCCO,-1662.19
C#CC(C=O)C=O,-1222.68
C#CC(=O)CC=O,-1229.19
C=CC(O)CC=O,-1517.69
C#CC(O)CC=O,-1358.73
C=COC=CCO,-1503
C=COC(=C)CO,-1502.54
C#CC=CCCC,-1751.92
C#CC(C=O)CO,-1356.74
C=CC(CO)CO,-1648.69
C#CC(CO)CO,-1490.92
C=CC(=O)CCO,-1524.76
C#CC(=O)CCO,-1363.76
C=CC(O)CCO,-1649.25
C#CC(O)CCO,-1490.91
C=COCCCO,-1646.38
OCCOC1CC1,-1636.06
O=CCOC1CC1,-1502.52
C=C(CC)CCC,-2048.73
O=CC(=O)C1CC1,-1388.27
O=CC(O)C1CC1,-1518.19
O=C(CO)C1CC1,-1527.17
OCC(O)C1CC1,-1648.23
C#CCC(=O)C=O,-1227.99
C#CCOCC=O,-1345.93
C=CCC(=O)CO,-1524.47
C#CCC(=O)CO,-1367.41
C=CCC(O)CO,-1650.49
C#CCC(O)CO,-1495.74
C=CC(=C)CCC,-1907.89
C=CCOCCO,-1638.62
C#CCOCCO,-1480.18
O=COC1CCC1,-1531.11
O=C(O)C1CCC1,-1538.19
O=COCC1CC1,-1529.25
O=C(O)CC1CC1,-1539.55
C#CC=COC=O,-1233.67
C#CCCOC=O,-1374.26
C=CC=CC(=O)O,-1404.39
C#CC=CC(=O)O,-1242.48
C#CC(=C)CCC,-1750.8
C=CC(=C)C(=O)O,-1397.91
C#CC(=C)C(=O)O,-1239.16
C=CC#CC(=O)O,-1243.97
C#CC#CC(=O)O,-1075.22
C=CCCC(=O)O,-1540.74
C#CCCC(=O)O,-1385.49
C1=NOC2CC1C2,-1414.7
C1C2NC1C1OC21,-1405.43
C1C2NC2C2OC12,-1433.7
C1=NOC2CC2N1,-1244.35
CC=C(C)CCC,-2050.89
C1=NNC2CC2O1,-1255.84
C1C2OC1C1NC21,-1399.93
C1C2OC2C2CN12,-1423.93
C1=NOC2CC2O1,-1159.62
C1=NOC2(C1)CC2,-1426.2
C1=NOC2(CC2)O1,-1226.73
C1CC2(CN1)CO2,-1582.33
C1CC2(CN2)CO1,-1580.33
C1=NOC2CCC12,-1426.86
C1CC2NC2CO1,-1583.2
C=CC(C)CCC,-2047.11
C1CC2NCC2O1,-1537.81
[CH]1O[N][C]2CC[C]12,-1276.23
C1C[C]2[N]O[N][C]12,-1127.25
C1CC2OC2CN1,-1586.19
C1CC2OCC2N1,-1535.01
C1=CCCON=C1,-1426.58
C1=NOCCCC1,-1563.58
C1CC(C2CO2)N1,-1563.08
C1=NN=COCC1,-1313.03
C1=NOCOCC1,-1361.56
C#CC(C)CCC,-1891.72
CCC1(C)CC1C,-2046.05
C1CC(C2CN2)O1,-1564.18
C1OCC1N1CC1,-1552.97
C1OC1CN1CC1,-1554.03
C1CN2CC2CO1,-1572.21
C1CN2CC(C2)O1,-1564.22
C1CNCCOC1,-1723.48
C1=NOCCCN1,-1441.45
C1=NNCCCO1,-1454.59
C1=NOC2CC2C1,-1376.16
C1COC2CC2N1,-1574.68
CCC#CCCC,-1897.65
C1=COCCNC1,-1582.5
C1=NNCCOC1,-1437.54
C1=NOCCCO1,-1364.28
C1=NOCCNC1,-1426.12
C1=NOCCOC1,-1353.47
C1OCC1C1CN1,-1560.67
C1NC1CC1CO1,-1561.34
C1=CC2NCC2O1,-1441.52
C1=NOC2CNC12,-1293.27
C1OC2CNC1C2,-1596.43
C=CC#CCCC,-1754.73
[CH]1O[CH][C]2NC[C]12,-1278.85
C1NC2COCC12,-1539.65
[CH]1O[N][C]2CN[C]12,-1130.2
[CH]1ON=C2NC[C]12,-1137.66
C1NCC1C1CO1,-1555.58
C1NCC2CC1O2,-1579.89
C1NCC2OCC12,-1543.16
C1=NNCC2OC12,-1299.08
C1=COC=NNC1,-1312.66
[CH]1N[CH][C]2OC[C]12,-1285.95
C#CC#CCCC,-1588.99
[CH]1N[N][C]2CO[C]12,-1148.05
C1=NNC2COC12,-1306.5
C1=NOC2COC12,-1222.34
[CH]1O[N][C]2CO[C]12,-1050.61
[CH]1N[N][C]2OC[C]12,-1145.25
[CH]1O[N][C]2OC[C]12,-1047.64
C1OCC2CC1N2,-1570.9
C1=CC2NC2CO1,-1444.86
C1=COCON=C1,-1230.57
C1=NN=CCOC1,-1300.46
CC=CCCCC,-2050.05
C1=NN2CC2CO1,-1299.35
C1=NOCC2CC12,-1425.35
C1=NOCC2NC12,-1288.68
C1=NOCC2OC12,-1217.83
C1=CCON=CC1,-1423.05
C1=NOCC2CN12,-1287.26
C1=CNC=NOC1,-1304.21
C1=COC=NOC1,-1221.64
CC12CC1C=NO2,-1428.46
CC12CNCC1O2,-1585.91
C=C(C)CCCC,-2049.96
CC12COCC1N2,-1582.64
CC1C2C=NOC12,-1425.16
CC1CC1[CH][N]O,-1558.06
CC1CC1C(N)=O,-1615.12
CC1CC1(N)CO,-1717.52
CC1CC1NC=O,-1604.22
CC1CC1(O)CN,-1720.99
[CH2][N]OC1CC1C,-1545.91
Cc1cccn1O,-1447.67
Cc1ccc(N)o1,-1480.15
CC#CCCCC,-1898.25
CC1(C)CC=NO1,-1578.82
CC1=NOC(C)C1,-1582.2
CC1CC(CN)O1,-1719.14
CC1CCC=NO1,-1571.34
Cc1cc(C)on1,-1464.21
C=C1CCC(=O)N1,-1496.1
CC1=CCC(=O)N1,-1495.37
CC1(C)CC(=O)N1,-1615.54
CC1CC(CO)N1,-1716.62
CC1CCC(=O)N1,-1633.93
C=CCCCCC,-2046.72
Cc1ccc(O)[nH]1,-1483.68
CC1(C=O)CCN1,-1580.87
CC1C(C)N1C=O,-1584.58
CC1CC(C=O)N1,-1582.53
CC1CCN1C=O,-1602.35
C=C1C=CNC1=O,-1352.6
C=C1CCNC1=O,-1489.72
CC1=CCNC1=O,-1496.52
CC1(C)C(N)C1O,-1717.69
C#CCCCCC,-1891.76
CC1(C)CNC1=O,-1613.34
CC1C=CNC1=O,-1490.51
CC1CC(N)C1O,-1721.11
CC1CCNC1=O,-1632.68
Cc1cc(N)co1,-1475.85
CC1=CC(N)CO1,-1599.82
CC1(CCN)CO1,-1715.47
CC1CC(N)CO1,-1735.44
Cc1cc[nH]c1O,-1482.36
Cc1ccnn1O,-1318.72
C1C2C3CN1CC23,-1649.74
Cc1cc(N)no1,-1340
CC1C[C]([NH])NO1,-1448.29
Cc1ccn(O)c1,-1444.11
CC1=CC=NOC1,-1431.46
Cc1ccn(O)n1,-1317.11
Cc1cc(=N)o[nH]1,-1320.71
CC1(C#N)CCO1,-1452.25
CC1CC(C#N)O1,-1452.71
Cc1ccoc1N,-1477.93
CC1CC(O)C1N,-1711.85
C1C2C3CN(C3)C12,-1597.85
CCC1C(C)C1C,-2045.79
CC1(CCO)CN1,-1715.39
CC1CC(=O)CN1,-1610.23
CC1CC(O)CN1,-1735.31
Cc1cc(O)c[nH]1,-1485.01
CC1C(C=O)N1C,-1578.77
CC1C(CO)N1C,-1710.79
CC1CC(=O)N1C,-1609.75
CC1CC(=O)N1N,-1467.52
CC1CC(=O)N1O,-1379.28
C1C2CC1C1NC21,-1607.77
C=C1C=NOCC1,-1431.6
CC1=CC(=O)NC1,-1495.25
CC1=CCON=C1,-1430.41
CC1(C)C=NOC1,-1574.56
CC1C=NOCC1,-1569.8
CC1CC(=O)NN1,-1478.02
Cc1cc(=O)[nH][nH]1,-1353.34
Cc1cc(=O)[nH]o1,-1262.57
CC1CC(=O)NO1,-1392.58
C1=NNC2CC1C2,-1505.25
Cc1cc(O)on1,-1265.8
Cc1cc(=O)o[nH]1,-1267.33
CC1(C2CO2)CN1,-1561.68
CC1CN1CCO,-1711.83
CC(=O)N1CC1C,-1585.81
CC1CN1CC=O,-1576.49
CC1CN1[CH][N]O,-1418.77
CC1CN1C(N)=O,-1483.32
CC1CN1NC=O,-1446.62
CC1CNC1CO,-1710.4
C1C2CC1N1CC21,-1613.21
CC1(C)NC1CO,-1718.57
CC1(C=O)CNC1,-1575.44
CC1C(N)C1CO,-1718.15
CC1C(N)C1(C)O,-1716.28
CC1CN(C=O)C1,-1600.78
CC1CNC1C=O,-1576.85
CC1CNCC1O,-1732.6
C=C1CNCC1=O,-1466.25
CC1(C)NCC1O,-1718.05
C1=NC2CC(C2)N1,-1528.48
CC1(C)NCC1=O,-1593.15
CC1(CN)CC1O,-1717.04
CC1C(N)CC1O,-1719.64
CC1CN(C)C1=O,-1609.6
CC1CNCC1=O,-1608.52
CC1CNCCO1,-1728.42
C=C1CNCCO1,-1587.82
CC1(CN)CCO1,-1718.37
C1C2CC2C2NC12,-1513.63
CC1CN=CN1O,-1443.84
CC1CN=CNO1,-1444.08
CC1CN[C]([NH])O1,-1492.61
C=C1CNC(=O)C1,-1487.35
CC1=CNC(=O)C1,-1492.43
CC1(CN)COC1,-1714.08
CC1CNC(=O)C1,-1632.37
C=C1CNC(=O)N1,-1374.58
CC1CNC(=O)N1,-1512.44
C1C2CC2N2CC12,-1622.07
Cc1c[nH]c(=O)[nH]1,-1383.16
Cc1c[nH]c(=O)o1,-1301.43
CC1CNC(=O)O1,-1440.03
Cc1c[nH]cc1O,-1483.91
CC1=CN[C]([NH])O1,-1352.29
Cc1c[nH]c(O)c1,-1486.28
Cc1c[nH][nH]c1=O,-1352.96
C1C2CC3C1C3N2,-1659.75
Cc1c[nH]oc1=N,-1319.98
Cc1c[nH]oc1=O,-1266.38
C=C1C=NNC1=O,-1211.56
C=C1CNNC1=O,-1335.89
CC1C=NNC1=O,-1352.8
CC1CN(N)C1=O,-1467.11
CC1CNNC1=O,-1481.21
C=C1CNN=CO1,-1319.39
CC1CNN=CO1,-1463.64
Cc1cnn(O)c1,-1313.78
C1C2CC3C1N3C2,-1660.86
Cc1cnoc1C,-1461.79
Cc1cnoc1O,-1264.35
C=C1C=NOC1=O,-1122.37
CC1C=NOC1=O,-1264.07
CC1CN(O)C1=O,-1377.12
CC1CN(O)C=N1,-1444.08
CC1(C2CN2)CO1,-1562.89
CC1COC1CN,-1716.54
CC1(C)OC1CN,-1718.88
C1=CC2CN2N=C1,-1358.25
CC1(C#N)COC1,-1450.81
CC1C(O)C1CN,-1716.69
CC1C(O)C1(C)N,-1713.32
CC1C(O)C1C#N,-1452.8
CC1COC1C#N,-1449.37
Cc1cocc1N,-1473.48
CC1COCC1N,-1732.56
CC1=COCC1N,-1596.37
CC1(C)OCC1N,-1715.96
CC1(CO)CC1N,-1717.54
C1C2CN3CC3C12,-1530.77
CCC1CCCC1,-2064.84
CC1COCCN1,-1728.72
CC1(CO)CCN1,-1716.03
CC1C(O)CN1C,-1710.06
Cc1coc(N)c1,-1479.26
CC1(CO)CNC1,-1711.15
C=C1CO[C]([NH])N1,-1351.03
CC1COC=NN1,-1463.01
CC1CO[C]([NH])N1,-1489.07
C1=NN=CC2CC12,-1370.15
CC1=CO[C]([NH])N1,-1350.31
CC1(C)OC=NO1,-1384.49
CC1COC=NO1,-1375.25
Cc1coc(=O)[nH]1,-1301.31
C=C1COC(=O)N1,-1300.24
CC1COC(=O)N1,-1438.72
Cc1conc1C,-1460.57
CC1=NOCC1C,-1577.58
Cc1conc1N,-1336.85
C1C2NC1C1CC21,-1613.83
C=C1CONC1=N,-1300.48
CC1CONC1=N,-1445.53
Cc1co[nH]c1=O,-1261.81
C=C1CONC1=O,-1246
CC1CONC1=O,-1390.28
C=C1CC=NOC1,-1425.3
CC1CC=NOC1,-1568.72
C=C1CON=CN1,-1309.94
CC1CON=CN1,-1449.28
C=C1CON=CO1,-1230.27
C1C2NC1C1NC21,-1478.67
CC1CON=CO1,-1374.99
CC1NC1C1CO1,-1561.75
CC1NC1CCO,-1717.86
CC1NC1(C)CO,-1717.32
CC(=O)C1NC1C,-1589.94
CC1NC1CC=O,-1584.6
CC1NC1[CH][N]O,-1429.95
CC1NC1C(N)=O,-1486.56
CC1NC1C(=O)O,-1414.88
CC1NCC1CO,-1710.53
C1C2NC2C2CN12,-1492.56
CC1(N)CC1CO,-1717.71
CC1(N)CC1(C)O,-1721
CC1NCC1(C)O,-1718.77
CC1NCC1C=O,-1577.64
CC1NCC2OC12,-1581.72
CC1NCCC1O,-1734.67
CC1(N)CCC1O,-1725.05
CC1C(=O)CN1C,-1582.17
CC1NC(C)C1O,-1718.08
C1C2NC2C2NC12,-1500.31
CC1NC(C)C1=O,-1592.66
CC1NCCC1=O,-1610.06
CC1=NCCN1O,-1447.74
CC1(N)CCOC1,-1733.79
CC1(N)CC(O)C1,-1719.54
CC1=NCCON1,-1444.9
CC1=NCC(=O)N1,-1374.71
C1C2NC3CC3C12,-1534.8
CC1(N)C(N)C1O,-1586.98
CC1(N)CNC1=O,-1480.64
CC1N=CNC1=O,-1369.93
C=C1NC(=N)CO1,-1346.82
CC1NC(=O)C1C,-1613.99
C1=NNC2(C1)CC2,-1509.43
CC1NC(=O)C1N,-1477.16
CC1(N)C(O)C1O,-1517.83
CC1(N)COC1=O,-1410.06
CC1NC(=O)C1O,-1412.54
C=C1C=CC(=O)N1,-1357.2
CC1(N)C=COC1,-1594.7
CC1C=CC(=O)N1,-1492.93
C1=NCC2(CC2)N1,-1526.96
C=C1NC(=O)CO1,-1291.06
CC1(N)C=NOC1,-1446.43
Cc1[nH]ccc1O,-1485.27
Cc1[nH]ncc1O,-1352.75
C1CC1C1CNC1,-1760.27
CC1=NNCC1O,-1463.68
CC1=NN=CC1O,-1320.55
CC1=NN=CC1=O,-1186.31
CC1NN=CC1O,-1461.29
Cc1nnc(C)o1,-1353.03
CC1=NNCCO1,-1464.47
CC1=NN=CCO1,-1320.98
CC1=NN=COC1,-1320.28
CC1=NNC(=O)C1,-1358.28
C[C]1O[N]N=C1C,-1327.39
C1CC1CC1CN1,-1764.72
CCC1(C)CCC1,-2045.72
CC1=NOC2CC12,-1428.31
C=C1CON=C1C,-1440.01
Cc1nocc1N,-1330.68
CC1=NOCC1N,-1450.19
Cc1nocc1O,-1258.68
CC1=NOCC1O,-1379.27
CC1=NOCCC1,-1574.11
CC1=NOCC=C1,-1431.8
CC1=NOCCO1,-1376.97
C1CC1CN1CC1,-1758.43
CC1=NOCOC1,-1370.72
CC1=NOC(=O)C1,-1270.43
Cc1nonc1C,-1316.19
CC1OC1C1CN1,-1565.31
CC1OC1CCN,-1714.85
CC1OC1(C)CN,-1718.44
CC1OC1CC#N,-1451.49
CC1OC1[CH][N]N,-1436.57
